date,quantity
2009-07-01,2839
2009-07-02,3304
2009-07-06,4319
2009-07-07,1271
2009-07-08,115778
2009-07-09,4030
2009-07-10,4606
2009-07-13,5273
2009-07-14,1407
2009-07-15,538
2009-07-16,66
2009-07-17,5675
2009-07-20,375
2009-07-21,292615
2009-07-22,156777
2009-07-23,4866
2009-07-24,2000
2009-07-27,100
2009-07-28,27697
2009-07-29,24000
2009-07-31,1001
2009-08-03,50945
2009-08-05,1472
2009-08-06,6409
2009-08-07,1277
2009-08-10,4880
2009-08-11,100
2009-08-12,585
2009-08-13,173804
2009-08-14,73752
2009-08-17,1600
2009-08-18,5524
2009-08-20,221
2009-08-21,10329
2009-08-24,216
2009-08-25,1291
2009-08-26,3563
2009-08-27,11829
2009-08-28,702
2009-08-31,159
2009-09-01,10165
2009-09-02,5982
2009-09-03,4816
2009-09-04,9829
2009-09-08,5138
2009-09-09,8550
2009-09-10,34663
2009-09-11,34301
2009-09-14,385
2009-09-15,130760
2009-09-16,167142
2009-09-17,8645
2009-09-18,78866
2009-09-21,79545
2009-09-22,11258
2009-09-23,16685
2009-09-24,1892
2009-09-25,42511
2009-09-28,2119
2009-09-29,83398
2009-09-30,1685
2009-10-01,1688
2009-10-02,201
2009-10-05,429
2009-10-06,176184
2009-10-07,861
2009-10-09,5229
2009-10-13,13369
2009-10-14,14060
2009-10-15,4208
2009-10-16,8449
2009-10-19,5810
2009-10-20,17971
2009-10-21,7626
2009-10-22,1647
2009-10-23,8
2009-10-26,8062
2009-10-27,34
2009-10-28,144001
2009-10-29,123471
2009-11-02,29686
2009-11-03,5988
2009-11-04,1
2009-11-05,4591
2009-11-06,634
2009-11-09,7351
2009-11-10,8776
2009-11-12,13702
2009-11-13,26611
2009-11-16,3444
2009-11-17,181849
2009-11-18,299729
2009-11-19,684308
2009-11-20,604022
2009-11-23,15560
2009-11-24,6229
2009-11-25,1176
2009-11-27,5637
2009-11-30,1936
2009-12-01,53593
2009-12-02,7244
2009-12-03,6848
2009-12-04,1162
2009-12-07,1903
2009-12-09,2
2009-12-11,7029
2009-12-14,4794
2009-12-15,9930
2009-12-16,1451
2009-12-17,3656
2009-12-18,3057
2009-12-21,41564
2009-12-22,9
2009-12-23,2347
2009-12-24,332935
2009-12-28,205
2009-12-29,330194
2009-12-30,2616
2009-12-31,47008
2010-01-04,6445
2010-01-05,35
2010-01-07,2831
2010-01-08,1337
2010-01-11,5221
2010-01-12,14960
2010-01-13,3227
2010-01-14,421991
2010-01-15,6898
2010-01-19,4751
2010-01-20,775
2010-01-21,255253
2010-01-22,51
2010-01-25,3956
2010-01-26,40
2010-01-27,40
2010-01-29,3504
2010-02-01,41
2010-02-02,21675
2010-02-03,98624
2010-02-04,24185
2010-02-08,7228
2010-02-09,3818
2010-02-10,1505
2010-02-11,6304
2010-02-12,180
2010-02-16,6908
2010-02-17,5708
2010-02-18,88570
2010-02-19,130553
2010-02-22,793069
2010-02-23,392684
2010-02-24,700127
2010-02-25,1862
2010-02-26,8629
2010-03-01,1400
2010-03-02,25264
2010-03-03,2301
2010-03-04,3964
2010-03-05,3293
2010-03-08,497
2010-03-09,432
2010-03-11,31619
2010-03-12,100
2010-03-15,772
2010-03-18,4272
2010-03-19,2412
2010-03-22,6507
2010-03-23,344
2010-03-24,100
2010-03-26,4751
2010-03-29,52
2010-03-31,223
2010-04-01,38803
2010-04-05,5472
2010-04-06,506
2010-04-07,3995
2010-04-08,1394
2010-04-09,2000
2010-04-12,544
2010-04-13,1798
2010-04-14,21281
2010-04-15,17991
2010-04-16,2296
2010-04-19,442
2010-04-20,253613
2010-04-21,686
2010-04-22,577
2010-04-23,26965
2010-04-26,83378
2010-04-27,6844
2010-04-28,726
2010-04-30,15044
2010-05-03,5966
2010-05-04,2945
2010-05-05,445
2010-05-06,9288
2010-05-07,5936
2010-05-11,857
2010-05-12,133003
2010-05-13,37730
2010-05-14,654606
2010-05-17,651882
2010-05-18,654164
2010-05-19,426439
2010-05-20,1732
2010-05-21,2400
2010-05-24,500
2010-05-25,205028
2010-05-26,202930
2010-05-27,24292
2010-05-28,27101
2010-06-01,1246
2010-06-02,120
2010-06-03,95282
2010-06-04,1
2010-06-07,18435
2010-06-08,2645
2010-06-10,56979
2010-06-11,35122
2010-06-14,3473
2010-06-15,1548
2010-06-16,17043
2010-06-18,568
2010-06-21,319754
2010-06-23,3233
2010-06-24,41411
2010-06-25,2336
2010-06-28,137
2010-06-29,164
2010-06-30,82723
2010-07-01,513
2010-07-02,347
2010-07-07,103
2010-07-08,722
2010-07-09,735
2010-07-12,13119
2010-07-13,8471
2010-07-14,206
2010-07-15,4
2010-07-16,41660
2010-07-19,43970
2010-07-20,226
2010-07-21,3606656
2010-07-22,5303
2010-07-23,727
2010-07-26,100794
2010-07-27,39
2010-07-28,700
2010-07-29,3568
2010-08-02,195
2010-08-04,1358
2010-08-05,7948
2010-08-10,2290
2010-08-11,79245
2010-08-12,347
2010-08-13,835
2010-08-16,317395
2010-08-17,2803
2010-08-18,13210
2010-08-19,16500
2010-08-20,442
2010-08-23,127
2010-08-25,27133
2010-08-26,9427
2010-08-27,6134
2010-08-30,799
2010-08-31,59100
2010-09-01,12674
2010-09-02,27217
2010-09-03,600
2010-09-07,3911
2010-09-08,23627
2010-09-09,935
2010-09-10,2517
2010-09-13,130
2010-09-14,1
2010-09-15,271055
2010-09-16,3064
2010-09-17,54
2010-09-20,251
2010-09-21,1554
2010-09-22,4090
2010-09-23,4199
2010-09-24,2666
2010-09-27,166
2010-09-28,5359
2010-09-29,6151
2010-09-30,144
2010-10-04,4579
2010-10-05,393
2010-10-06,1303
2010-10-07,54921
2010-10-08,5253
2010-10-12,17522
2010-10-13,4435
2010-10-14,4000
2010-10-15,29268
2010-10-18,654316
2010-10-19,26768
2010-10-20,54794
2010-10-21,77752
2010-10-22,2635
2010-10-25,6932
2010-10-26,4024
2010-10-27,3181
2010-10-29,700
2010-11-01,22847
2010-11-02,1610
2010-11-03,1
2010-11-04,7749
2010-11-05,9746
2010-11-08,5287
2010-11-09,1166
2010-11-10,31791
2010-11-12,50
2010-11-15,5336
2010-11-16,551
2010-11-17,1
2010-11-18,36048
2010-11-19,2263
2010-11-22,1
2010-11-23,64696
2010-11-24,758
2010-11-26,3880
2010-11-29,645
2010-11-30,1
2010-12-01,1170
2010-12-02,121
2010-12-06,4788
2010-12-07,194221
2010-12-08,317
2010-12-10,1438
2010-12-13,18781
2010-12-14,6976
2010-12-15,7756
2010-12-16,12438
2010-12-17,34
2010-12-20,100
2010-12-21,13375
2010-12-22,292
2010-12-23,2347
2010-12-27,21608
2010-12-28,4947
2010-12-29,15273
2010-12-30,1972
2010-12-31,7428
2011-01-03,3163
2011-01-04,18
2011-01-05,2
2011-01-07,35636
2011-01-10,698
2011-01-11,148
2011-01-12,17800
2011-01-13,100
2011-01-14,9076
2011-01-18,9879
2011-01-19,100
2011-01-20,100
2011-01-24,1
2011-01-25,5290
2011-01-26,21073
2011-01-28,167757
2011-01-31,94
2011-02-01,461082
2011-02-02,21140
2011-02-03,250
2011-02-04,252
2011-02-08,61
2011-02-09,1
2011-02-10,12737
2011-02-11,63563
2011-02-14,576
2011-02-15,3396
2011-02-16,201
2011-02-17,16013
2011-02-22,2971
2011-02-23,431
2011-02-24,151
2011-02-25,1700
2011-02-28,189
2011-03-01,8614
2011-03-02,8763
2011-03-04,50
2011-03-07,1369
2011-03-08,166228
2011-03-10,598
2011-03-11,1544
2011-03-14,3136
2011-03-17,200
2011-03-21,1772
2011-03-23,464474
2011-03-28,1484
2011-03-30,39640
2011-03-31,391
2011-04-01,139
2011-04-05,17500
2011-04-06,1
2011-04-07,5000
2011-04-08,2190
2011-04-12,25074
2011-04-13,1300
2011-04-14,2749
2011-04-15,345
2011-04-19,13349
2011-04-21,3671
2011-04-25,9603
2011-04-26,20
2011-04-27,1369
2011-04-28,22451
2011-04-29,76573
2011-05-02,44910
2011-05-03,16890
2011-05-04,79300
2011-05-06,162334
2011-05-09,125430
2011-05-10,1
2011-05-11,26811
2011-05-12,6076
2011-05-13,100
2011-05-16,100
2011-05-17,14829
2011-05-18,112537
2011-05-20,53064
2011-05-23,2874
2011-05-25,13469
2011-05-27,17691
2011-05-31,4458
2011-06-01,32979
2011-06-02,764
2011-06-03,2675
2011-06-06,12207
2011-06-08,31813
2011-06-09,1
2011-06-10,112882
2011-06-14,73990
2011-06-15,200
2011-06-16,8011
2011-06-17,519
2011-06-21,100
2011-06-22,63454
2011-06-23,1332276
2011-06-24,31870
2011-06-27,54586
2011-06-28,100
2011-06-29,18142
2011-06-30,3486
2011-07-01,36367
2011-07-05,4273
2011-07-06,29498
2011-07-07,15055
2011-07-08,24400
2011-07-11,300
2011-07-12,154714
2011-07-14,28905
2011-07-15,47501
2011-07-18,85310
2011-07-19,1
2011-07-20,47150
2011-07-21,30135
2011-07-22,2120
2011-07-25,747616
2011-07-26,149
2011-07-28,3228
2011-07-29,6
2011-08-01,2302
2011-08-02,65017
2011-08-03,1
2011-08-04,6448
2011-08-05,450503
2011-08-08,100100
2011-08-09,82579
2011-08-10,1928
2011-08-12,452020
2011-08-15,63023
2011-08-16,357992
2011-08-18,3268
2011-08-19,21507
2011-08-23,881
2011-08-24,204565
2011-08-25,17351
2011-08-26,6638
2011-08-29,582
2011-08-30,15802
2011-08-31,1039
2011-09-01,2907
2011-09-02,300
2011-09-06,3261
2011-09-07,52395
2011-09-08,6
2011-09-09,6
2011-09-12,8387
2011-09-13,33810
2011-09-14,50000
2011-09-15,400
2011-09-16,404
2011-09-19,433
2011-09-20,9675
2011-09-21,63767
2011-09-22,16645
2011-09-23,17521
2011-09-26,382759
2011-09-27,14724
2011-09-28,13601
2011-09-29,8866
2011-09-30,1380
2011-10-03,10252
2011-10-04,7946
2011-10-05,1362
2011-10-06,872
2011-10-07,23644
2011-10-11,55921
2011-10-12,42120
2011-10-13,132245
2011-10-14,22638
2011-10-17,114630
2011-10-18,1475
2011-10-20,1
2011-10-21,3036
2011-10-24,6692
2011-10-25,6755
2011-10-26,2724
2011-10-27,1
2011-10-28,2361
2011-10-31,9564
2011-11-01,4550
2011-11-04,124677
2011-11-09,243419
2011-11-10,225674
2011-11-14,219701
2011-11-16,454
2011-11-17,2673
2011-11-21,300
2011-11-22,45
2011-11-25,209091
2011-11-30,39686
2011-12-01,1500
2011-12-02,425000
2011-12-05,797
2011-12-06,339
2011-12-07,900
2011-12-08,220
2011-12-09,1176
2011-12-12,231
2011-12-13,28200
2011-12-14,5333
2011-12-15,45
2011-12-16,201
2011-12-19,172380
2011-12-20,375
2011-12-21,95780
2011-12-22,1
2011-12-23,4287
2011-12-27,1318
2011-12-30,7998
2012-01-03,3660
2012-01-04,100
2012-01-05,100
2012-01-06,16516
2012-01-09,25930
2012-01-11,8450
2012-01-13,3
2012-01-17,453016
2012-01-18,433813
2012-01-19,2500
2012-01-20,22110
2012-01-23,194
2012-01-24,200
2012-01-25,2560
2012-01-26,684
2012-01-27,3333
2012-01-30,857
2012-02-01,9668
2012-02-03,7588
2012-02-06,25542
2012-02-08,2000
2012-02-09,97
2012-02-10,26205
2012-02-13,12697
2012-02-14,20990
2012-02-15,2544
2012-02-16,8666
2012-02-21,19596
2012-02-22,7869
2012-02-23,34632
2012-02-24,22952
2012-02-28,12359
2012-02-29,3598
2012-03-01,50232
2012-03-05,18060
2012-03-06,1300
2012-03-07,2492
2012-03-09,13
2012-03-12,17870
2012-03-13,933
2012-03-14,2118
2012-03-15,168159
2012-03-16,19088
2012-03-21,53262
2012-03-22,23848
2012-03-23,115820
2012-03-26,4329
2012-03-27,8491
2012-03-28,18
2012-03-29,29323
2012-03-30,3770
2012-04-02,25
2012-04-03,845
2012-04-04,25
2012-04-10,1363
2012-04-11,3660
2012-04-12,52694
2012-04-13,448
2012-04-16,268
2012-04-17,25214
2012-04-18,700
2012-04-19,7241
2012-04-20,176476
2012-04-23,806
2012-04-24,11168
2012-04-25,7937
2012-04-26,19096
2012-04-27,1300
2012-04-30,84156
2012-05-01,1106
2012-05-02,860
2012-05-03,21159
2012-05-04,110
2012-05-08,29579
2012-05-10,10121
2012-05-11,79959
2012-05-14,9885
2012-05-15,27395
2012-05-16,17135
2012-05-17,122741
2012-05-18,132
2012-05-21,5817
2012-05-23,49810
2012-05-24,803
2012-05-25,152
2012-05-30,13809
2012-05-31,135
2012-06-01,598222
2012-06-04,9199
2012-06-05,774
2012-06-07,20736
2012-06-08,41306
2012-06-11,33110
2012-06-12,418
2012-06-13,454
2012-06-14,233
2012-06-15,280347
2012-06-18,1
2012-06-19,168693
2012-06-20,4263
2012-06-21,276
2012-06-22,13467
2012-06-26,32108
2012-06-27,4888
2012-06-28,11528
2012-06-29,167
2012-07-02,309
2012-07-03,24412
2012-07-05,632
2012-07-06,190
2012-07-09,4881
2012-07-10,5065
2012-07-11,12863
2012-07-12,1900
2012-07-13,423
2012-07-16,712
2012-07-17,7500
2012-07-18,1
2012-07-19,291
2012-07-20,1614
2012-07-24,238
2012-07-25,1
2012-07-26,733
2012-07-27,208
2012-07-30,175
2012-07-31,69
2012-08-02,7566
2012-08-03,411
2012-08-06,14484
2012-08-08,4842
2012-08-09,345
2012-08-10,2877
2012-08-13,96255
2012-08-14,1592
2012-08-15,3203
2012-08-16,37901
2012-08-17,744
2012-08-20,601
2012-08-21,1000
2012-08-22,765
2012-08-23,693
2012-08-27,35801
2012-08-28,231
2012-08-29,1139
2012-08-30,119
2012-08-31,97
2012-09-04,5764
2012-09-05,114
2012-09-06,23640
2012-09-07,151088
2012-09-10,559
2012-09-12,294
2012-09-14,807
2012-09-17,318
2012-09-18,25331
2012-09-19,211
2012-09-20,294
2012-09-25,37226
2012-09-26,584
2012-09-28,87868
2012-10-01,1
2012-10-02,64
2012-10-03,14200
2012-10-04,5821
2012-10-05,1133
2012-10-09,32557
2012-10-11,25
2012-10-12,273
2012-10-15,18508
2012-10-17,19889
2012-10-18,6679
2012-10-19,171
2012-10-22,144
2012-10-23,1993
2012-10-26,2244
2012-10-30,85445
2012-10-31,36170
2012-11-01,10909
2012-11-02,7776
2012-11-05,38235
2012-11-06,35700
2012-11-08,6761
2012-11-13,9085
2012-11-14,15225
2012-11-15,76956
2012-11-16,2451
2012-11-19,81371
2012-11-20,100100
2012-11-23,4659
2012-11-26,3858
2012-11-27,3316
2012-11-28,44
2012-11-29,1278822
2012-11-30,839399
2012-12-05,1215
2012-12-06,2062
2012-12-07,45459
2012-12-10,2026
2012-12-11,100
2012-12-13,315
2012-12-14,129766
2012-12-17,36229
2012-12-18,720792
2012-12-20,811
2012-12-21,368
2012-12-24,377
2012-12-26,2985201
2012-12-27,2977563
2012-12-28,2788519
2012-12-31,1781067
2013-01-02,282
2013-01-03,2
2013-01-04,2357
2013-01-07,1986
2013-01-08,24
2013-01-09,115484
2013-01-10,865
2013-01-11,256
2013-01-15,22437
2013-01-16,42
2013-01-17,3054
2013-01-18,6774
2013-01-22,25
2013-01-23,3382
2013-01-28,25429
2013-01-29,362
2013-01-30,7800
2013-02-01,378315
2013-02-05,14291
2013-02-08,12019
2013-02-11,200
2013-02-12,1110162
2013-02-13,7038
2013-02-14,35
2013-02-15,793
2013-02-20,13595
2013-02-21,5683
2013-02-22,349
2013-02-25,100
2013-02-26,1407653
2013-02-27,400
2013-02-28,16183
2013-03-01,5045
2013-03-04,203644
2013-03-05,36433
2013-03-06,1000
2013-03-07,500
2013-03-08,64143
2013-03-12,9565
2013-03-13,3092
2013-03-14,78879
2013-03-15,4234
2013-03-18,7168
2013-03-19,1075
2013-03-20,7882
2013-03-21,6201
2013-03-22,42
2013-03-25,530
2013-03-26,30432
2013-03-27,13436
2013-03-28,370045
2013-04-03,2519
2013-04-04,50
2013-04-05,80
2013-04-08,7459
2013-04-10,142
2013-04-11,332
2013-04-12,1
2013-04-15,11450
2013-04-17,100
2013-04-18,11562
2013-04-19,1424
2013-04-22,1
2013-04-23,9110
2013-04-24,38988
2013-04-25,99282
2013-04-26,45885
2013-04-29,91365
2013-04-30,13724
2013-05-01,1319
2013-05-02,6686
2013-05-03,3649
2013-05-06,2542
2013-05-07,1
2013-05-08,1430
2013-05-09,7200
2013-05-10,1600
2013-05-13,17048
2013-05-14,9797
2013-05-15,200
2013-05-16,789
2013-05-17,1847
2013-05-20,908403
2013-05-21,398344
2013-05-22,167639
2013-05-23,3307
2013-05-28,7094
2013-05-29,90
2013-05-31,209900
2013-06-03,4603
2013-06-04,8206
2013-06-05,46053
2013-06-06,39309
2013-06-07,1
2013-06-10,141907
2013-06-12,2
2013-06-13,34695
2013-06-14,9173
2013-06-17,1252
2013-06-18,19915
2013-06-20,201
2013-06-21,77
2013-06-25,1315014
2013-06-26,1150861
2013-06-27,137341
2013-06-28,39814
2013-07-01,12050
2013-07-02,69
2013-07-03,175
2013-07-08,5449
2013-07-09,700
2013-07-10,9205
2013-07-11,2906
2013-07-12,12545
2013-07-15,9091
2013-07-16,53164
2013-07-17,1
2013-07-19,35905
2013-07-22,433929
2013-07-24,7775
2013-07-26,200
2013-07-29,3548
2013-07-30,6906
2013-07-31,28350
2013-08-01,5204
2013-08-02,3025
2013-08-05,421
2013-08-06,27
2013-08-07,28294
2013-08-08,28157
2013-08-09,20029
2013-08-12,549
2013-08-13,1931
2013-08-15,17188
2013-08-20,12879
2013-08-21,24834
2013-08-22,1302
2013-08-23,2295
2013-08-27,123478
2013-08-28,181708
2013-08-29,10633
2013-08-30,2090
2013-09-03,3721
2013-09-04,16136
2013-09-05,623
2013-09-09,3614
2013-09-10,3274
2013-09-11,6095
2013-09-12,1
2013-09-13,42869
2013-09-16,3508
2013-09-17,2098
2013-09-19,24
2013-09-20,5400
2013-09-23,7073
2013-09-24,30197
2013-09-25,797
2013-09-26,65949
2013-09-30,626
2013-10-02,3793
2013-10-03,12628
2013-10-04,230143
2013-10-08,149216
2013-10-09,1100
2013-10-10,26905
2013-10-15,272
2013-10-16,12736
2013-10-17,1803
2013-10-18,19172
2013-10-21,19701
2013-10-23,13830
2013-10-24,7034
2013-10-25,12186
2013-10-28,15201
2013-10-29,200
2013-10-30,42506
2013-10-31,4791
2013-11-04,4948
2013-11-05,10
2013-11-07,4771
2013-11-08,22835
2013-11-12,20443
2013-11-13,7576
2013-11-14,20297
2013-11-18,29026
2013-11-19,152030
2013-11-20,367894
2013-11-21,204475
2013-11-25,257
2013-11-26,965
2013-11-27,5375
2013-11-29,5931
2013-12-02,25963
2013-12-03,4549
2013-12-04,1
2013-12-06,10162
2013-12-09,1588020
2013-12-10,614
2013-12-11,143
2013-12-12,841145
2013-12-13,1600
2013-12-16,932
2013-12-18,4269
2013-12-19,423
2013-12-20,17975
2013-12-23,1227
2013-12-24,1
2013-12-26,356778
2013-12-27,7275
2013-12-30,1
2013-12-31,10708
2014-01-03,16040
2014-01-06,2199
2014-01-07,1
2014-01-08,7282
2014-01-09,26
2014-01-13,9376
2014-01-14,5603
2014-01-15,5326
2014-01-17,5015
2014-01-21,316
2014-01-22,26
2014-01-23,6447
2014-01-24,8828
2014-01-27,35505
2014-01-28,1013
2014-01-29,6135
2014-01-30,4500
2014-01-31,26
2014-02-03,44012
2014-02-04,24210
2014-02-05,1586
2014-02-06,6249
2014-02-07,50
2014-02-10,1298870
2014-02-11,538841
2014-02-12,246
2014-02-13,25
2014-02-14,136
2014-02-18,13928
2014-02-19,3460
2014-02-20,527
2014-02-21,15578
2014-02-24,20958
2014-02-25,6300
2014-02-26,46147
2014-02-27,536
2014-02-28,6462
2014-03-03,436
2014-03-04,590
2014-03-05,118368
2014-03-06,8086
2014-03-07,5095
2014-03-10,7650
2014-03-11,371
2014-03-12,336
2014-03-13,9073
2014-03-14,3564
2014-03-17,24667
2014-03-18,5391
2014-03-19,15858
2014-03-20,135
2014-03-21,3872
2014-03-24,7529
2014-03-25,2789
2014-03-26,1861445
2014-03-27,436
2014-03-31,2479
2014-04-01,9210
2014-04-02,265
2014-04-03,8567
2014-04-04,892828
2014-04-08,133
2014-04-09,16181
2014-04-10,133
2014-04-11,12415
2014-04-14,233
2014-04-15,14321
2014-04-16,1
2014-04-17,516
2014-04-22,641
2014-04-23,1
2014-04-24,7158
2014-04-25,871304
2014-04-28,19643
2014-04-29,2771
2014-05-01,1820
2014-05-02,283690
2014-05-05,1198
2014-05-07,133
2014-05-08,14569
2014-05-09,81989
2014-05-12,1131
2014-05-13,855
2014-05-14,2908
2014-05-15,136152
2014-05-16,1
2014-05-19,89
2014-05-20,18610
2014-05-21,31
2014-05-22,327172
2014-05-23,2577
2014-05-28,13830
2014-05-29,263
2014-05-30,294158
2014-06-02,1678
2014-06-03,27867
2014-06-04,69351
2014-06-05,2977
2014-06-06,12622
2014-06-09,107
2014-06-10,295
2014-06-11,63
2014-06-12,2552
2014-06-13,2064
2014-06-16,146300
2014-06-17,87499
2014-06-18,27513
2014-06-19,1646
2014-06-20,28245
2014-06-23,249
2014-06-24,1156
2014-06-25,900
2014-06-26,28893
2014-06-27,459829
2014-06-30,26444
2014-07-01,679682
2014-07-02,14635
2014-07-03,9664
2014-07-07,6144
2014-07-09,3949
2014-07-10,1
2014-07-11,1
2014-07-14,5284
2014-07-15,2148
2014-07-16,15688
2014-07-17,155679
2014-07-18,2916
2014-07-21,407257
2014-07-22,652
2014-07-23,12514
2014-07-24,1183315
2014-07-25,14279
2014-07-28,20072
2014-07-29,48069
2014-07-30,1470
2014-07-31,13893
2014-08-01,1025
2014-08-04,115
2014-08-05,644
2014-08-06,4559
2014-08-07,18654
2014-08-08,3486
2014-08-11,712
2014-08-13,292498
2014-08-14,6098
2014-08-15,206549
2014-08-18,305736
2014-08-19,106999
2014-08-20,14848
2014-08-21,1035
2014-08-22,11151
2014-08-25,404
2014-08-26,463
2014-08-27,6139
2014-08-28,4290
2014-08-29,952
2014-09-04,75802
2014-09-05,5004
2014-09-10,21176
2014-09-11,321067
2014-09-12,2588
2014-09-15,365
2014-09-16,12957
2014-09-17,59379
2014-09-18,2580
2014-09-19,10339
2014-09-22,1145
2014-09-24,5003
2014-09-25,1744
2014-09-29,142
2014-09-30,155080
2014-10-01,2207
2014-10-03,10918
2014-10-07,4921
2014-10-10,32
2014-10-14,3871
2014-10-16,277237
2014-10-17,1200
2014-10-20,2233
2014-10-21,320504
2014-10-22,157796
2014-10-23,52772
2014-10-24,68895
2014-10-27,1414
2014-10-28,605
2014-10-29,54
2014-10-30,5143
2014-10-31,1
2014-11-03,11387
2014-11-04,16070
2014-11-05,9675
2014-11-06,516004
2014-11-07,29622
2014-11-10,180012
2014-11-12,182553
2014-11-13,164100
2014-11-14,3117
2014-11-17,21156
2014-11-18,8005
2014-11-19,10829
2014-11-20,8563
2014-11-21,3075
2014-11-24,12463
2014-11-25,11045
2014-11-26,218491
2014-11-28,909
2014-12-01,1401
2014-12-02,2897
2014-12-03,1415
2014-12-04,6164
2014-12-05,2705
2014-12-08,330
2014-12-09,5110
2014-12-10,34712
2014-12-11,28926
2014-12-12,2893
2014-12-15,36225
2014-12-17,7198
2014-12-18,20773
2014-12-19,815
2014-12-22,7385
2014-12-23,1900
2014-12-24,7397
2014-12-26,1038
2014-12-29,3
2014-12-30,2018
2014-12-31,128
2015-01-02,97
2015-01-06,1826
2015-01-07,10348
2015-01-08,4287
2015-01-09,4246
2015-01-12,608
2015-01-13,19460
2015-01-16,4374
2015-01-20,3593
2015-01-21,8165
2015-01-23,4006
2015-01-26,11222
2015-01-27,6103
2015-01-28,17018
2015-01-29,22324
2015-01-30,17979
2015-02-02,264140
2015-02-04,183
2015-02-05,41
2015-02-06,285010
2015-02-09,159094
2015-02-10,466405
2015-02-11,467315
2015-02-12,7362
2015-02-13,17350
2015-02-17,39492
2015-02-18,16180
2015-02-19,33049
2015-02-20,3851
2015-02-23,492
2015-02-24,15154
2015-02-25,25790
2015-02-26,14095
2015-03-02,7781
2015-03-03,105
2015-03-04,71246
2015-03-05,73492
2015-03-06,41591
2015-03-10,2503
2015-03-11,2360
2015-03-12,37
2015-03-13,4192
2015-03-16,2230
2015-03-17,49445
2015-03-18,4567
2015-03-19,500
2015-03-20,1
2015-03-23,3177
2015-03-24,4077
2015-03-25,125554
2015-03-26,4835
2015-03-27,22718
2015-03-30,4261
2015-03-31,9703
2015-04-02,596
2015-04-06,2615
2015-04-07,26643
2015-04-08,755
2015-04-09,641671
2015-04-10,8522
2015-04-13,12726
2015-04-14,300
2015-04-16,9141
2015-04-17,24718
2015-04-20,1270
2015-04-21,180
2015-04-22,623
2015-04-23,30774
2015-04-24,15186
2015-04-27,25462
2015-04-28,2548
2015-04-29,179304
2015-04-30,27793
2015-05-01,26904
2015-05-04,510
2015-05-05,4571
2015-05-06,501783
2015-05-07,65380
2015-05-11,8824
2015-05-12,19328
2015-05-13,9230
2015-05-14,3690
2015-05-15,3447
2015-05-18,796
2015-05-19,8940
2015-05-20,6195
2015-05-21,1975
2015-05-28,2147
2015-06-01,4217
2015-06-02,506
2015-06-03,4916
2015-06-05,32936
